Plot_ID,Shape,Plot_size_m2,parent_plot,Northing,Easting,AGB(Mg/ha)_Y,AGB(Mg/ha)_J,AGB(Mg/ha)_C,AGB(Mg/ha)_W,AGB(Mg/ha)_Mean,Point_density,Vegetation_density,Max_height,Mean_height,P25,P50,P75,P95
c_100_052,circle,100,11,4975619.996571437,525390.3763527754,102.79771582671366,113.00843239199625,104.23164453331725,104.63464245810621,106.16810880253334,63.87,0.7313292625645843,27.83,15.574375,11.71,15.97,19.12,25.0
c_100_053,circle,100,11,4975617.461626717,525382.5745951424,64.08400730362973,69.97614192550272,63.95176359805649,68.38783557167898,66.59993709971698,56.87,0.8461403200281343,20.27,11.840089,8.72,12.16,15.282499,17.65
c_100_054,circle,100,11,4975609.258373284,525382.5745951424,184.31100623024457,215.8943695082128,189.63020669343018,184.49678683288045,193.583092316192,59.26,0.9863314208572392,19.9,11.646007,7.64,12.02,15.39,18.608
c_100_055,circle,100,11,4975606.723428563,525390.3763527754,221.41286197791163,257.9528353324896,227.55243800719188,217.6437777964352,231.1404782785071,61.71,0.9708313077297035,27.6,12.972705,8.2,13.14,17.244999,22.125
c_100_056,circle,100,12,4975652.244,525885.3421041644,167.62338857468507,184.97559462769433,167.0770523568974,166.66373135231467,171.58494172789787,48.25,0.9363730569948187,24.5,15.008514,11.622499,15.9,18.6675,21.46
c_100_057,circle,100,12,4975658.880571437,525880.5203527753,140.18698897678857,151.61414246542034,132.68678166512382,138.63827795462436,140.78154776548928,42.13,0.9515784476619986,26.27,15.3534975,11.9,14.96,19.42,23.44
c_100_058,circle,100,12,4975656.3456267165,525872.7185951424,266.4637333667651,233.67888004421684,221.04584701297978,234.11041505053538,238.82471886862427,45.44,0.9152728873239436,26.27,17.591696,12.52,19.56,22.63,24.95
c_100_059,circle,100,12,4975648.142373283,525872.7185951424,267.4170591002196,259.72843330752033,233.15215362764104,236.27181254284207,249.14236464455578,46.97,0.9116457313178624,25.79,17.324991,12.5625,18.79,22.09,24.43
c_100_060,circle,100,12,4975645.607428563,525880.5203527753,215.05836568673396,192.2994181210404,184.3280253546341,200.56689307327377,198.06317555892053,45.08,0.9066104702750666,25.19,15.712015,10.56,17.4,21.01,23.927
c_100_061,circle,100,13,4975983.789,525694.5511041644,426.928770547307,465.80915282674397,469.1584956411501,393.91393812067525,438.9525892839691,53.64,0.8976510067114094,30.17,17.013752,9.4,19.02,24.09,27.573
c_100_062,circle,100,13,4975990.425571437,525689.7293527754,269.59694461174615,296.0520692549903,296.0575924988567,247.29913428316095,277.2514351621885,49.39,0.9455355335088075,31.12,17.494656,11.89,17.535,23.685001,27.4655
c_100_063,circle,100,13,4975987.890626716,525681.9275951424,58.2631242456884,64.51855234068861,60.27748547932926,54.86575013835577,59.48122805101551,40.3,0.9774193548387097,31.2,15.530475,11.64,16.18,20.12,24.05
c_100_064,circle,100,13,4975979.687373283,525681.9275951424,191.112842289771,207.92916838763873,207.77592565698518,177.96142405313464,196.1948400968824,40.38,0.9918276374442794,32.11,20.525818,15.34,22.8,26.71,29.578
c_100_065,circle,100,13,4975977.152428563,525689.7293527754,0.0,0.0,0.0,0.0,0.0,20.8,0.6572115384615385,26.72,9.655098,4.32,8.1,11.665,24.617
c_100_066,circle,100,14,4976328.71,525891.6001041644,85.284627635959,92.0271261570751,88.45682964921714,80.5075308836683,86.56902858147987,51.21,0.9269673891818004,16.92,10.272471,8.405,10.53,12.33,14.55
c_100_067,circle,100,14,4976335.346571437,525886.7783527754,65.31766828238491,71.58898390521087,68.14137989572504,59.97857070578231,66.25665069727579,52.25,0.8564593301435407,16.99,9.49431,7.13,9.81,11.985,14.41
c_100_068,circle,100,14,4976332.8116267165,525878.9765951424,100.41735240625044,117.77665506397153,103.64985499529317,104.81693697912705,106.66519986116054,45.85,0.8647764449291166,17.88,10.520272,8.51,10.99,12.71,14.768001
c_100_069,circle,100,14,4976324.608373283,525878.9765951424,59.34194756062011,64.30185645117416,62.11667156259678,55.0551789176635,60.203913623013634,33.28,0.9221754807692307,17.56,10.798671,9.14,11.19,12.78,15.096001
c_100_070,circle,100,14,4976322.073428563,525886.7783527754,111.64085816005645,134.1144289750285,115.72537804243697,116.54827328843041,119.50723461648809,39.24,0.872579001019368,17.24,9.039953,7.1275,9.42,10.95,13.87
c_100_071,circle,100,15,4976514.12,524480.9681041645,133.9980407498368,150.81864092564874,137.02361565808206,126.01494101670906,136.96380958756916,16.0,0.84125,21.76,13.9537,11.28,14.08,17.0375,19.5475
c_100_072,circle,100,15,4976520.756571437,524476.1463527754,27.781669007723877,31.610115191888795,26.806512892094666,30.180991879590454,29.094822242824446,15.37,0.8848405985686402,22.61,15.216816,13.077499,16.14,18.2425,20.2
c_100_073,circle,100,15,4976518.221626717,524468.3445951424,27.072631649798335,30.409281036438095,27.344130007371476,26.916274955383678,27.935579412247897,19.72,0.7672413793103449,21.26,12.332049,9.23,12.0,15.82,19.3
c_100_074,circle,100,15,4976510.018373284,524468.3445951424,153.54872408016004,174.56276551484112,151.6216805788029,152.42152692933726,158.03867427578533,16.72,0.8977272727272727,21.75,13.33912,11.59,14.2,16.26,18.52
c_100_075,circle,100,15,4976507.483428563,524476.1463527754,131.96468951214146,150.33459510752942,132.6404800149512,128.97261123380963,135.97809396710792,16.92,0.9284869976359338,21.08,12.2618265,10.455,13.17,14.925,17.224998
c_100_076,circle,100,16,4975318.712,525560.0031041645,119.21011097068217,129.36511721328404,131.51050438077726,112.03097532065766,123.02917697135028,63.2,0.9452531645569621,21.43,15.130805,13.51,15.6,17.27,19.13
c_100_077,circle,100,16,4975325.348571437,525555.1813527754,168.4646661087052,182.28695487411176,186.41294977648204,157.8174975196429,173.74551706973546,64.35,0.9075369075369075,21.8,15.5694,13.7275,16.16,18.01,19.96
c_100_078,circle,100,16,4975322.813626717,525547.3795951424,103.46446308591281,112.27616308454772,111.40724060463845,101.60880289597189,107.18916741776772,68.34,0.779777582674861,22.68,15.883157,14.33,16.14,17.91,19.856
c_100_079,circle,100,16,4975314.610373284,525547.3795951424,68.83757350491248,74.33705382499942,76.33056777146449,64.39112915703114,70.97408106460188,77.5,0.7646451612903226,22.97,16.59212,14.83,16.75,18.88,21.22
c_100_080,circle,100,16,4975312.075428563,525555.1813527754,180.70669305723015,196.5882163365759,198.83758927414507,168.5987520580993,186.18281268151262,72.98,0.8600986571663469,22.11,15.639231,13.76,16.72,18.65,20.04
c_100_081,circle,100,17,4975371.046,526084.8701041645,129.32796464513348,154.39102545446428,135.8858886432529,122.47544062721781,135.52007984251713,34.76,0.8081127733026467,17.33,11.90707,10.01,12.74,14.36,15.81
c_100_082,circle,100,17,4975377.682571437,526080.0483527754,125.45558751545782,138.73387532839484,129.9638799634136,128.8140827397913,130.7418563867644,36.13,0.7699972322169942,17.74,12.125802,10.45,12.91,14.51,16.06
c_100_083,circle,100,17,4975375.147626717,526072.2465951424,94.57375533934432,112.10182120674476,97.44664142934886,93.25545419495472,99.34441804259816,32.7,0.9522935779816514,19.35,11.680883,9.2125,12.27,14.48,17.17
c_100_084,circle,100,17,4975366.944373284,526072.2465951424,70.47427571215931,78.15514352987276,76.55357041271952,67.60732613635854,73.19757894777753,24.35,0.8127310061601642,19.51,12.683435,9.655,13.98,15.97,17.873001
c_100_085,circle,100,17,4975364.409428563,526080.0483527754,86.34781374378471,104.85892154850596,95.20966725814463,83.5061187088764,92.48063031482792,32.04,0.6900749063670412,18.0,11.318232,8.684999,12.49,14.27,16.15
c_100_086,circle,100,18,4975406.248,526556.0241041644,28.189750082973145,30.908228784805537,30.763419524395434,25.816311471797167,28.91942746599282,49.03,0.7907403630430349,15.23,7.484248,5.68,7.82,9.29,11.07
c_100_087,circle,100,18,4975412.884571437,526551.2023527754,3.5126515904378564,3.8588206314323283,3.8255945706433914,3.1916064871822853,3.5971683199239655,44.35,0.47756482525366406,10.52,5.962361,4.11,5.67,7.71,9.62
c_100_088,circle,100,18,4975410.349626716,526543.4005951424,96.27723252400422,106.62136821698645,100.53437127156128,89.51399131221234,98.23674083119107,62.97,0.7284421152929966,19.89,9.385149,6.5150003,9.25,12.5,16.167
c_100_089,circle,100,18,4975402.146373283,526543.4005951424,84.83579286891626,93.7048349881892,88.3761633588444,78.35804891819001,86.31871003353496,51.69,0.6384213580963436,19.63,8.540558,5.7775,8.415,10.79,15.0405
c_100_090,circle,100,18,4975399.611428563,526551.2023527754,132.27191808169877,146.4692474634851,137.6473835756299,120.90102033759193,134.32239236460143,46.93,0.8139782655018112,18.35,9.26448,5.54,8.465,13.26,16.8105
c_100_091,circle,100,19,4975693.698,526343.3581041645,274.454378848258,300.4358430937139,294.5615606897321,259.65804518329753,282.2774569537504,48.03,0.8981886321049344,24.73,15.872645,12.66,17.11,19.8,22.2735
c_100_092,circle,100,19,4975700.334571437,526338.5363527754,90.01324816980897,95.1687395404854,92.99735598959201,82.29494384616218,90.11857188651214,44.46,0.9129554655870445,22.7,12.91038,8.715,14.28,17.015,20.1
c_100_093,circle,100,19,4975697.799626716,526330.7345951424,52.72284712805223,57.99897050675408,55.087099298542476,52.24557261533013,54.51362238716973,44.1,0.9256235827664399,23.55,12.773405,10.1025,13.54,16.2475,20.1495
c_100_094,circle,100,19,4975689.596373283,526330.7345951424,38.698599122561305,41.594788802506216,41.11861294524799,38.51774077488374,39.98243541129981,48.66,0.9438964241676943,27.48,14.872328,11.27,15.31,19.15,23.39
c_100_095,circle,100,19,4975687.061428563,526338.5363527754,180.22640093404425,217.90017685598144,185.46262914867077,147.15201299658557,182.6853049838205,48.94,0.9405394360441357,23.54,14.742196,12.31,15.81,18.04,20.75
c_100_096,circle,100,20,4976026.288,526567.9401041645,206.4193523033383,247.00761096580584,211.06550515718516,226.65893691113635,222.78785133436642,54.97,0.9616154265963253,21.28,14.201074,12.12,14.65,16.7875,19.2
c_100_097,circle,100,20,4976032.924571437,526563.1183527755,211.4009783055819,238.56366917499292,217.12995876160264,210.86746277660808,219.49051725469639,54.64,0.9095900439238653,21.28,12.553887,9.3225,13.1,15.69,19.355501
c_100_098,circle,100,20,4976030.389626716,526555.3165951425,285.4876839849827,329.43241058758815,289.8960804386131,303.9052683232451,302.18036083360727,58.85,0.9114698385726423,22.68,14.049437,10.53,15.33,17.95,20.08
c_100_099,circle,100,20,4976022.186373283,526555.3165951425,172.35931911970468,207.93770784903558,175.0553079143286,201.31654227488215,189.16721928948778,54.23,0.9481836621796054,19.96,12.7674265,9.61,13.56,16.43,18.65
c_100_100,circle,100,20,4976019.651428563,526563.1183527755,211.9597070545561,271.5865194398795,218.75996839203398,233.68208670170162,233.99707039704282,51.76,0.9787480680061824,23.88,14.686282,12.112499,14.96,17.5,20.5075
c_100_101,circle,100,21,4976291.761,525445.8661041645,207.51767686347605,236.92211528506652,219.74124289698824,207.31832992503658,217.87484124264182,62.25,0.9185542168674699,28.1,16.934174,13.66,17.16,20.377499,25.1845
c_100_102,circle,100,21,4976298.397571437,525441.0443527754,211.74993779012004,234.60939083645485,227.24568608008826,212.35200746402072,221.48925554267097,58.41,0.9571991097414826,28.24,19.500563,16.51,21.41,23.1,25.88
c_100_103,circle,100,21,4976295.8626267165,525433.2425951425,292.54969508198565,320.5401076379919,322.3552801528877,278.4665419572575,303.4779062075307,60.96,0.9796587926509186,28.52,19.751133,17.1575,22.165,24.29,26.78
c_100_104,circle,100,21,4976287.659373283,525433.2425951425,196.0262132377843,223.8562524872941,205.12191319001516,184.82842416883656,202.45820077098256,61.08,0.971185330713818,28.52,15.680546,10.51,15.955,20.9,25.31
c_100_105,circle,100,21,4976285.124428563,525441.0443527754,265.4181495516498,292.81495567282104,276.5749596417162,263.5206854907151,274.58218758922555,67.03,0.8834850067134119,27.8,15.152653,10.87,15.66,19.29,24.3895
c_100_106,circle,100,22,4976583.131,525413.7531041645,78.9248045461706,87.07117576441455,81.27895249470727,76.57380359187329,80.96218409929142,46.17,0.5837123673380983,26.42,15.555607,13.85,16.52,18.67,22.023
c_100_107,circle,100,22,4976589.767571437,525408.9313527754,54.55186409054485,61.568943765729784,56.80240515360602,63.936211058177896,59.21485601701464,56.13,0.7562800641368252,20.46,14.074363,11.8,14.82,16.76,18.52
c_100_108,circle,100,22,4976587.232626717,525401.1295951424,91.37918500955116,101.85178812498684,94.79301213147794,85.95078192330767,93.4936917973309,53.69,0.7669957161482586,19.78,11.88764,9.51,13.17,15.1,16.93
c_100_109,circle,100,22,4976579.0293732835,525401.1295951424,33.58241625003711,37.551102308491124,34.87612872559033,31.60900629263509,34.40466339418841,42.64,0.6972326454033771,16.59,11.149174,9.73,12.03,13.76,15.36
c_100_110,circle,100,22,4976576.494428563,525408.9313527754,13.439414381092314,15.049817927610555,13.950693441752456,12.658239852721334,13.774541400794163,54.14,0.7728112301440709,29.78,17.701485,14.16,18.35,22.36,26.4185
c_100_111,circle,100,23,4975689.685,526591.8451041644,84.48065801586512,91.47721627196029,90.63513166625322,83.54652810886967,87.53488351573708,39.58,0.9229408792319354,30.14,17.490774,7.52,21.45,24.91,28.053999
c_100_112,circle,100,23,4975696.321571437,526587.0233527754,328.2459401012678,331.6020621419725,338.9027179707884,299.18901809845715,324.48493457812145,53.81,0.9117264448987177,30.14,21.695269,20.87,24.31,26.29,28.03
c_100_113,circle,100,23,4975693.786626716,526579.2215951424,117.33581135139822,126.75461073868341,130.06045452817497,109.60546732313634,120.93908598534823,41.6,0.5463942307692308,30.06,18.768896,8.01,23.36,25.43,28.084
c_100_114,circle,100,23,4975685.583373283,526579.2215951424,253.8276622735714,275.78174269490773,281.3043301943379,237.45157852140125,262.0913284210546,53.92,0.7770771513353115,30.27,20.161333,17.1525,22.685001,25.17,27.8255
c_100_115,circle,100,23,4975683.0484285625,526587.0233527754,183.2423105381429,195.09423908741974,198.50766360918055,156.30349434107123,183.2869268939536,64.53,0.9205020920502092,29.52,17.150984,10.42,19.65,24.01,27.52
c_100_116,circle,100,24,4975979.232,526260.3771041645,36.37749535278179,40.5904430043341,37.680704864806586,34.43187456494473,37.2701294467168,36.21,0.8307097486882077,22.53,12.933528,8.55,14.165,17.4025,19.8765
c_100_117,circle,100,24,4975985.868571437,526255.5553527754,296.52131222115133,291.5043000066994,280.0866056523642,230.70149725275235,274.70342878324186,62.2,0.8295819935691319,24.15,13.649652,10.54,14.58,17.5,19.6105
c_100_118,circle,100,24,4975983.333626716,526247.7535951424,121.21762177163403,102.76961455964305,102.57013893846809,102.29936240100386,107.21418441768726,59.56,0.7369039623908663,27.7,18.389315,14.9,20.59,23.06,25.596
c_100_119,circle,100,24,4975975.130373283,526247.7535951424,0.0,0.0,0.0,0.0,0.0,36.95,0.18186738836265223,23.81,14.083171,12.5875,14.23,15.247499,21.9445
c_100_120,circle,100,24,4975972.595428563,526255.5553527754,34.8124171253098,37.75405471559202,38.17916048875797,32.98646493303341,35.9330243156733,33.95,0.5469808541973491,16.98,11.517227,8.03,13.6,15.46,16.65
c_100_121,circle,100,25,4976208.282,526368.7571041645,42.230539052811416,50.49115117038454,43.37129807868013,43.36285505378494,44.86396083891526,47.64,0.963056255247691,18.01,8.545845,6.9674997,8.78,10.15,12.6465
c_100_122,circle,100,25,4976214.918571437,526363.9353527754,31.173462192148573,33.59694609447522,32.63918665636823,30.280906138953974,31.9226252704865,47.17,0.9474242103031588,15.25,8.67727,7.88,9.03,9.97,11.22
c_100_123,circle,100,25,4976212.383626716,526356.1335951424,78.66434942944056,88.19899255550352,80.65956857158078,75.60202773525751,80.7812345729456,45.98,0.9449760765550239,18.86,8.746102,6.28,8.44,10.74,15.41
c_100_124,circle,100,25,4976204.180373283,526356.1335951424,55.008963108838635,61.50477684199478,55.97800986186048,54.11810743916601,56.65246431296497,49.52,0.9513327948303716,19.15,10.438325,6.68,10.75,13.95,17.1
c_100_125,circle,100,25,4976201.645428563,526363.9353527754,143.14966773362116,158.9999230607513,140.47793284179858,136.95717874889203,144.89617559626578,55.05,0.9271571298819256,20.86,12.056327,7.86,12.82,16.0025,18.727
c_100_126,circle,100,29,4975605.615,524633.8301041644,172.5758165107828,187.4849622618245,190.16029722646746,162.1389943754554,178.09001759363252,21.08,0.9003795066413662,25.41,16.279583,12.8575,18.0,20.467499,22.96
c_100_127,circle,100,29,4975612.251571437,524629.0083527754,184.03755163309287,200.14279705268748,201.98582495164703,173.0585966263341,189.80619256594036,22.51,0.8916037316748112,23.26,14.419177,10.395,16.23,18.38,20.667
c_100_128,circle,100,29,4975609.716626717,524621.2065951424,227.52066548292157,246.65488942464924,251.25980913654013,213.97872410267507,234.8535220366965,19.3,0.8155440414507772,24.72,18.21892,16.83,20.03,21.33,22.9135
